"NM_MUNICIPIO_CONVENENTE","cod7","total.pjs","documentos.liquidacao","licitacao","dispensa","beneficiarios.pjs","acima10K","acima1M","top10pc.quanto"
"NOVA ERECHIM",4211405,510672.94,37,0.859841467221663,0.140158532778338,6,6,0,0.387249361597268
"NOVA ESPERANCA",4116901,1023654.34,17,1,0,11,6,0,0.573518009995444
"NOVA ESPERANCA DO SUDOESTE",4116950,398937.56,10,1,0,4,3,0,0.628864226271399
"NOVA ESPERANCA DO SUL",4313037,198129,7,1,0,6,4,0,0.577149231056534
"NOVA EUROPA",3532900,301582.6,7,1,0,3,3,0,0.416398824070089
"NOVA FATIMA",4117008,137000,1,1,0,1,1,0,1
"NOVA FRIBURGO",3303401,827635.83,5,1,0,3,3,0,0.739455661314228
"NOVA GRANADA",3533007,430537.52,8,1,0,1,1,0,1
"NOVA GUARITA",5108808,880492.18,11,1,0,4,4,0,0.488363224304843
"NOVA HARTZ",4313060,275973.74,6,1,0,2,2,0,0.7734309431035
"NOVA IGUACU",3303500,4170668.9,25,1,0,2,2,2,0.714095678992883
"NOVA IGUACU DE GOIAS",5214879,205000,1,1,0,1,1,0,1
"NOVA INDEPENDENCIA",3533205,153500,1,1,0,1,1,0,1
"NOVA ITABERABA",4211454,575843,15,1,0,7,7,0,0.456895369050245
"NOVA LACERDA",5106182,982880.96,9,1,0,2,2,0,0.851253604505677
"NOVA LARANJEIRAS",4117057,482771.84,22,1,0,15,10,0,0.394430627933891
"NOVA LONDRINA",4117107,691339.56,7,1,0,3,3,0,0.395744805924313
"NOVA MAMORE",1100338,3892846.64,19,1,0,7,7,2,0.367209068888468
"NOVA MARILANDIA",5108857,494299,7,1,0,1,1,0,1
"NOVA MODICA",3144904,460000,3,1,0,1,1,0,1
"NOVA MONTE VERDE",5108956,334276.43,1,1,0,1,1,0,1
"NOVA MUTUM",5106224,356748.54,4,0.700773715850386,0.299226284149614,2,2,0,0.700773715850386
"NOVA OLIMPIA",4117206,2416132.5,28,1,0,6,6,1,0.432324150269077
"NOVA OLIMPIA",5106232,591432.99,20,1,0,2,2,0,0.663669978910037
"NOVA OLINDA",1714880,1549845.4,9,0.990386137868977,0.00961386213102288,2,2,1,0.990386137868977
"NOVA OLINDA",2510204,458769.8,8,1,0,4,4,0,0.440307971448862
"NOVA OLINDA DO MARANHAO",2107357,479993.1,4,1,0,2,2,0,0.718760332179775
"NOVA OLINDA DO NORTE",1303106,520000,1,1,0,1,1,0,1
"NOVA PADUA",4313086,1079355.88,9,1,0,1,1,1,1
"NOVA PALMA",4313102,998193.42,14,1,0,5,5,0,0.447809002788257
"NOVA PETROPOLIS",4313201,1032815.03,6,1,0,3,3,0,0.519841389217583
"NOVA PRATA",4313300,781548.36,14,1,0,3,3,0,0.532978355939484
"NOVA PRATA DO IGUACU",4117255,3693867.44,62,1,0,17,15,1,0.347259118210263
"NOVA RAMADA",4313334,542145.28,6,1,0,4,4,0,0.398417191790363
"NOVA REDENCAO",2922854,34499.74,2,1,0,1,1,0,1
"NOVA RESENDE",3145109,305000,1,1,0,1,1,0,1
"NOVA ROMA",5214903,163751.32,1,1,0,1,1,0,1
"NOVA ROMA DO SUL",4313359,742854.95,5,1,0,2,2,0,0.651540384835559
"NOVA RUSSAS",2309300,123549.63,1,1,0,1,1,0,1
"NOVA SANTA BARBARA",4117214,572550.02,3,1,0,3,3,0,0.485547096828326
"NOVA SANTA RITA",4313375,2855234.5,13,1,0,3,3,1,0.909530674275616
"NOVA SANTA ROSA",4117222,886500,6,1,0,3,3,0,0.385222786238015
"NOVA SOURE",2922904,45179.72,1,1,0,1,1,0,1
"NOVA TEBAS",4117271,285800,6,1,0,6,6,0,0.404303708887334
"NOVA TRENTO",4211504,712823.17,39,1,0,9,8,0,0.406014131106316
"NOVA UBIRATA",5106240,326200,2,1,0,2,2,0,0.708154506437768
"NOVA UNIAO",1101435,2277118.7,11,1,0,7,7,1,0.464622243890931
"NOVA UNIAO",3136603,527125.34,5,1,0,3,3,0,0.645007883703713
"NOVA VENECIA",3203908,930255.94,7,1,0,3,2,0,0.851916086663204
"NOVA VENEZA",4211603,1193399.41,4,1,0,4,4,0,0.36785672619027
"NOVA XAVANTINA",5106257,335330,1,1,0,1,1,0,1
"NOVAIS",3533254,145090,4,1,0,3,2,0,0.796057619408643
"NOVO ALEGRE",1715150,584523.24,14,0.96908516417585,0.0309148358241496,4,4,0,0.618061601793626
"NOVO BARREIRO",4313490,1330499.89,12,1,0,9,9,0,0.251033466827269
"NOVO BRASIL",5215207,88940,1,1,0,1,1,0,1
"NOVO CABRAIS",4313391,335199.99,2,1,0,2,2,0,0.689140802182005
"NOVO CRUZEIRO",3145307,447965.94,3,1,0,1,1,0,1
"NOVO HAMBURGO",4313409,176109.85,6,1,0,5,3,0,0.567827409994387
"NOVO HORIZONTE",4211652,304207.45,14,1,0,7,6,0,0.494565304038412
"NOVO HORIZONTE DO NORTE",5106273,202335,2,1,0,1,1,0,1
"NOVO HORIZONTE DO OESTE",1100502,1543319.99,10,1,0,6,6,0,0.279462459369816
"NOVO HORIZONTE DO SUL",5006259,595520.09,11,1,0,2,2,0,0.927592551915419
"NOVO ITACOLOMI",4117297,577298.39,23,1,0,13,11,0,0.304794700709281
"NOVO JARDIM",1715259,594276.12,22,1,0,3,3,0,0.514171526865323
"NOVO MACHADO",4313425,270369.82,8,1,0,4,4,0,0.450124203951462
"NOVO MUNDO",5106265,291950,6,1,0,2,1,0,0.970371638979277
"NOVO ORIENTE DE MINAS",3145356,178000,1,1,0,1,1,0,1
"NOVO ORIENTE DO PIAUI",2206902,1909595.07,5,0.992836952600637,0.00716304739936305,3,3,1,0.865298709636907
"NOVO PLANALTO",5215256,166980,6,1,0,1,1,0,1
"NOVO PROGRESSO",1505031,554500,5,1,0,1,1,0,1
"NOVO REPARTIMENTO",1505064,900749.66,5,1,0,2,2,0,0.82192610541757
"NOVO SANTO ANTONIO",2206951,2913412.51,18,0.995005856551361,0.0049941434486392,5,5,1,0.506613970707499
"NOVO SAO JOAQUIM",5106281,118261.19,2,1,0,1,1,0,1
"NOVO TIRADENTES",4313441,894000,9,1,0,3,3,0,0.447427293064877
"NOVO XINGU",4313466,106281,1,1,0,1,1,0,1
"NUPORANGA",3533601,187333.28,1,1,0,1,1,0,1
"OBIDOS",1505106,538959.11,2,1,0,1,1,0,1
"OCAUCU",3533700,114777.52,1,1,0,1,1,0,1
"OEIRAS",2207009,660466.89,10,1,0,2,2,0,0.526702996421214
"OLEO",3533809,277424.8,3,1,0,2,2,0,0.556907673719148
"OLHO D'AGUA DAS CUNHAS",2107407,1240467.65,6,1,0,3,3,0,0.537187809774806
"OLHO-D'AGUA DO BORGES",2408409,776652.91,13,1,0,3,3,0,0.564315068361747
"OLHOS-D'AGUA",3145455,143303.34,2,1,0,1,1,0,1
"OLIMPIA",3533908,1045868.16,5,1,0,4,4,0,0.717107594135001
"OLIMPIO NORONHA",3145505,554313.02,9,1,0,4,4,0,0.37686287794575
"OLINDA",2609600,387681.14,46,0.751213071649552,0.248786928350448,32,11,0,0.385787402502995
"OLINDINA",2923100,99349.8,1,1,0,1,1,0,1
"OLIVEIRA",3145604,457521,16,1,0,7,5,0,0.489595013125081
"OLIVEIRA DE FATIMA",1715507,434731.66,9,1,0,2,2,0,0.893447695987911
"OLIVEIRA DOS BREJINHOS",2923209,255100,2,1,0,1,1,0,1
"OLIVENCA",2706000,19978.34,1,1,0,1,1,0,1
"ONCA DE PITANGUI",3145802,631120,8,1,0,6,6,0,0.300259855494993
"ONDA VERDE",3534005,648309.91,16,1,0,6,6,0,0.361601614265005
"ORIENTE",3534104,786693.26,9,1,0,4,4,0,0.380071897400011
"ORINDIUVA",3534203,98900,2,1,0,2,2,0,0.829120323559151
"ORIXIMINA",1505304,861651.09,15,0.650670667636479,0.349329332363521,2,2,0,0.650670667636479
"ORIZONA",5215306,499947.54,9,1,0,2,2,0,0.627699138193579
"ORLANDIA",3534302,599748.93,16,1,0,3,3,0,0.795962954031448
"ORLEANS",4211702,1190697.61,11,1,0,7,7,0,0.223398449586205
"OROCO",2609808,359000,3,1,0,1,1,0,1
"OROS",2309508,36213.18,1,1,0,1,1,0,1
"ORTIGUEIRA",4117305,90000,1,1,0,1,1,0,1
"OSASCO",3534401,939596.94,42,0.986455554016598,0.0135444459834022,21,18,0,0.283285022192601
"OSCAR BRESSANE",3534500,50310.99,3,1,0,1,1,0,1
"OSVALDO CRUZ",3534609,640000,4,1,0,2,2,0,0.9140625
"OTACILIO COSTA",4211751,19625.5,2,1,0,1,1,0,1
"OUREM",1505403,51109.66,1,1,0,1,1,0,1
"OURICANGAS",2923308,583053.35,5,1,0,2,2,0,0.712650977822184
"OURICURI",2609907,445000,1,1,0,1,1,0,1
"OURILANDIA DO NORTE",1505437,671159.71,11,1,0,4,3,0,0.402288748828502
"OURINHOS",3534708,988720.17,8,1,0,4,4,0,0.569018603109917
"OURIZONA",4117404,232319.85,6,1,0,1,1,0,1
"OURO",4211801,708390,6,1,0,5,5,0,0.846991064244272
"OURO BRANCO",2408508,125072.27,1,1,0,1,1,0,1
"OURO BRANCO",2706109,242000,1,1,0,1,1,0,1
"OURO BRANCO",3145901,290040,5,1,0,5,5,0,0.363742932009378
"OURO FINO",3146008,388208.39,8,1,0,6,4,0,0.527551710049337
"OURO PRETO",3146107,15294.7,4,1,0,3,1,0,0.804729742982863
"OURO PRETO DO OESTE",1100155,170414.62,2,1,0,1,1,0,1
"OURO VELHO",2510600,215460.49,1,1,0,1,1,0,1
"OURO VERDE",4211850,568798.84,5,1,0,4,4,0,0.381154082522391
"OURO VERDE DE GOIAS",5215405,313200,4,1,0,3,3,0,0.574712643678161
"OURO VERDE DE MINAS",3146206,216595.22,6,1,0,1,1,0,1
"OURO VERDE DO OESTE",4117453,611500.2,5,1,0,3,3,0,0.489779398273296
"OUROESTE",3534757,243148.73,1,1,0,1,1,0,1
"PACAJUS",2309607,575345.5,5,1,0,4,3,0,0.449799294510863
"PACATUBA",2804904,789820.49,14,1,0,6,5,0,0.572382681538181
"PACO DO LUMIAR",2107506,1517999.23,3,1,0,1,1,1,1
"PADRE BERNARDO",5215603,707104.9,3,1,0,2,2,0,0.717863643711138
"PADRE CARVALHO",3146255,96986.17,1,1,0,1,1,0,1
"PAES LANDIM",2207306,142280,4,1,0,1,1,0,1
"PAI PEDRO",3146552,233745.17,2,1,0,1,1,0,1
"PAIAL",4211876,69809.41,1,1,0,1,1,0,1
"PAICANDU",4117503,77334.54,2,1,0,1,1,0,1
"PAIM FILHO",4313607,675000,2,1,0,2,2,0,0.533333333333333
"PAINEL",4211892,540205.98,6,1,0,2,2,0,0.884755107672077
"PAINS",3146503,538559.86,10,1,0,7,7,0,0.461225721501042
"PAIVA",3146602,98990,4,1,0,1,1,0,1
"PAJEU DO PIAUI",2207355,206991.24,2,0.928016277403817,0.0719837225961833,2,2,0,0.928016277403817
"PALESTINA",3535002,849046.04,7,1,0,5,5,0,0.357990009587701
"PALESTINA DO PARA",1505494,511937.27,4,1,0,1,1,0,1
"PALHOCA",4211900,459187.25,8,1,0,2,2,0,0.528876770859818
"PALMA",3146701,342540.71,9,1,0,2,2,0,0.545455487611969
"PALMA SOLA",4212007,1458886.58,20,1,0,4,4,1,0.784356094357932
"PALMARES DO SUL",4313656,593544.1,125,1,0,4,4,0,0.39255718319835
"PALMARES PAULISTA",3535101,77344.59,3,1,0,2,1,0,0.953429192655879
"PALMAS",1721000,4799400.79,50,0.958328131208229,0.0416718687917706,14,11,2,0.294778465459227
"PALMAS",4117602,8850.15,3,1,0,1,0,0,1
"PALMAS DE MONTE ALTO",2923407,583496.01,2,1,0,1,1,0,1
"PALMEIRA",4117701,760887.35,12,1,0,2,2,0,0.754234316025887
"PALMEIRA",4212056,315929.92,14,1,0,4,4,0,0.463710432997292
"PALMEIRA DAS MISSOES",4313706,757561.93,24,1,0,11,10,0,0.299025123926172
"PALMEIRA DOS INDIOS",2706307,309238.53,11,1,0,6,6,0,0.43836710774689
"PALMEIRANDIA",2107605,338972.3,1,1,0,1,1,0,1
"PALMEIRAS DO TOCANTINS",1713809,269940,4,1,0,2,2,0,0.503074757353486
"PALMEIROPOLIS",1715754,255763.58,6,1,0,2,2,0,0.775716386203227
"PALMELO",5215801,191200,1,1,0,1,1,0,1
"PALMINOPOLIS",5215900,518586.19,8,1,0,2,2,0,0.671055278197825
"PALMITAL",3535309,831970.48,13,1,0,5,5,0,0.63349003680996
"PALMITAL",4117800,1033900.76,16,1,0,8,8,0,0.406102071150426
"PALMITINHO",4313805,3445963.39,55,1,0,15,13,1,0.512488044743853
"PALMITOS",4212106,370175,9,1,0,5,5,0,0.601067062875667
"PALMOPOLIS",3146750,849119.59,7,1,0,3,3,0,0.553514493759354
"PALOTINA",4117909,1012701.12,16,1,0,10,10,0,0.286668587865292
"PANAMA",5216007,354030.38,4,1,0,2,1,0,0.992629163632793
"PANAMBI",4313904,255100.31,4,1,0,2,2,0,0.869559899790008
"PANCAS",3204005,433750,1,1,0,1,1,0,1
"PANTANO GRANDE",4313953,716000,2,1,0,1,1,0,1
"PAPAGAIOS",3146909,207300,2,1,0,2,2,0,0.877954655089243
"PAPANDUVA",4212205,316382.16,4,1,0,2,2,0,0.758576273706457
"PARA DE MINAS",3147105,1998113.75,12,1,0,7,7,0,0.322179010078881
"PARACATU",3147006,829609.58,29,1,0,7,7,0,0.599678465622347
"PARACURU",2310209,53567.26,5,1,0,4,2,0,0.640316491827284
"PARAGUACU",3147204,385792.56,2,1,0,1,1,0,1
"PARAGUACU PAULISTA",3535507,159015.6,2,1,0,1,1,0,1
"PARAI",4314001,882322,21,1,0,7,7,0,0.391013711547485
"PARAIBANO",2107704,214482.14,1,1,0,1,1,0,1
"PARAISO",3535705,255502.41,3,1,0,1,1,0,1
"PARAISO",4212239,735500,5,1,0,3,3,0,0.803535010197145
"PARAISO DO NORTE",4118006,857547.46,14,1,0,3,3,0,0.437281500431475
"PARAISO DO SUL",4314027,497417.46,4,1,0,2,2,0,0.975036139664257
"PARAISO DO TOCANTINS",1716109,168000,1,1,0,1,1,0,1
"PARAISOPOLIS",3147303,279890.16,4,1,0,4,3,0,0.639536595355835
"PARAMBU",2310308,448743.17,4,1,0,3,3,0,0.590375737640753
"PARAMIRIM",2923605,310617.02,2,1,0,2,2,0,0.795466648929927
"PARANA",1716208,232705.49,2,1,0,1,1,0,1
"PARANA",2408607,129590.48,3,1,0,1,1,0,1
"PARANACITY",4118105,897238.5,7,1,0,3,3,0,0.556150900791707
"PARANAGUA",4118204,11471.72,2,1,0,2,1,0,0.88565620499803
"PARANAIBA",5006309,1105430.04,3,1,0,2,2,0,0.76027429108042
"PARANAIGUARA",5216304,280000,2,1,0,2,1,0,1
"PARANAITA",5106299,170441.44,2,1,0,2,2,0,0.93873884191544
"PARANAPANEMA",3535804,199872.13,2,1,0,1,1,0,1
"PARANAPOEMA",4118303,220132.02,4,1,0,1,1,0,1
"PARANAPUA",3535903,310350,2,1,0,2,2,0,0.524246818108587
"PARANAVAI",4118402,964140.7,19,0.999325305943417,0.000674694056583235,11,7,0,0.324023765411003
"PARANHOS",5006358,159258.88,3,1,0,1,1,0,1
"PARAOPEBA",3147402,76500,1,1,0,1,1,0,1
"PARAPUA",3536000,609212.19,6,1,0,4,4,0,0.395826271959529
"PARARI",2510659,133000,3,1,0,1,1,0,1
"PARATINGA",2923704,247126.44,2,1,0,1,1,0,1
"PARAUNA",5216403,295736.4,6,1,0,2,2,0,0.938335625915511
"PARAZINHO",2408805,96700.61,5,1,0,1,1,0,1
"PARDINHO",3536109,102000,6,1,0,3,3,0,0.666666666666667
"PARECI NOVO",4314035,488384.42,7,1,0,4,3,0,0.589057202111402
"PARECIS",1101450,2775195.31,25,1,0,14,13,0,0.274868942467332
"PARELHAS",2408904,324262.35,6,1,0,3,3,0,0.465968805814181
"PARICONHA",2706422,40190.2,1,1,0,1,1,0,1
"PARIQUERA-ACU",3536208,1498475.05,13,1,0,3,3,0,0.5675603674549
"PARISI",3536257,235390,7,1,0,2,2,0,0.550150813543481
"PARNAIBA",2207702,9500,1,1,0,1,0,0,1
"PARNAMIRIM",2610400,263443.74,3,1,0,1,1,0,1
"PARNARAMA",2107803,297839.56,5,1,0,1,1,0,1
"PAROBE",4314050,733000.19,41,0.995829605446623,0.00417039455337658,31,9,0,0.647987553727646
"PASSA E FICA",2409100,125583.27,3,1,0,1,1,0,1
"PASSA QUATRO",3147600,233900,1,1,0,1,1,0,1
"PASSA SETE",4314068,966700,11,1,0,3,3,0,0.579083479880004
"PASSA TEMPO",3147709,544376.48,8,1,0,3,3,0,0.445430651228723
"PASSAGEM FRANCA",2107902,822298.6,6,1,0,3,3,0,0.499987364687232
"PASSO DE TORRES",4212254,171359,7,1,0,6,3,0,0.583570165558856
"PASSO DO SOBRADO",4314076,390074.4,11,1,0,3,3,0,0.674800576505405
"PASSO FUNDO",4314100,340638.22,37,1,0,3,3,0,0.386563286996979
"PASSOS MAIA",4212270,610760,21,1,0,6,6,0,0.343801165760692
"PASTOS BONS",2108009,769445.16,2,1,0,1,1,0,1
"PATIS",3147956,113000,3,1,0,2,2,0,0.867256637168142
"PATO BRAGADO",4118451,358832.57,4,1,0,1,1,0,1
"PATO BRANCO",4118501,1517921.72,12,1,0,3,3,1,0.923882767814931
"PATOS",2510808,207615.38,4,1,0,1,1,0,1
"PATOS DE MINAS",3148004,1382308.22,31,1,0,11,10,0,0.289029605857368
"PATROCINIO",3148103,542271.09,26,1,0,10,6,0,0.412155477438416
"PATROCINIO DO MURIAE",3148202,85000,1,1,0,1,1,0,1
"PATROCINIO PAULISTA",3536307,135640,2,1,0,2,2,0,0.86626363904453
"PATU",2409308,216535.23,3,1,0,2,2,0,0.85436443760214
"PATY DO ALFERES",3303856,364683,7,1,0,3,3,0,0.563132912694038
"PAU BRASIL",2923902,358274.2,2,1,0,2,2,0,0.697789570111384
"PAU D'ARCO",1505551,987445.2,30,1,0,4,4,0,0.655074327162662
"PAU D'ARCO",1716307,199229.08,4,1,0,2,1,0,0.96964393952931
"PAULA CANDIDO",3148301,658590.46,9,1,0,5,5,0,0.478294204261629
"PAULA FREITAS",4118600,358381.82,10,1,0,5,5,0,0.449335906603745
"PAULICEIA",3536406,126000,1,1,0,1,1,0,1
"PAULISTA",2510907,1208998.82,17,1,0,4,4,0,0.432296550959413
"PAULISTA",2610707,3452548.84,56,1,0,11,11,0,0.242138790424758
"PAULISTANIA",3536570,133765.88,2,1,0,1,1,0,1
"PAULO AFONSO",2924009,207518.11,3,1,0,1,1,0,1
"PAULO BENTO",4314134,66741.61,8,1,0,2,2,0,0.790940314445516
"PAULO DE FARIA",3536604,124600,3,1,0,2,2,0,0.810593900481541
"PAULO FRONTIN",4118709,906700,5,1,0,3,3,0,0.397044226315209
"PAULO LOPES",4212304,615562.66,11,1,0,5,5,0,0.329763342045471
"PAVERAMA",4314159,1109680.15,22,1,0,5,5,0,0.344243338947714
"PAVUSSU",2207850,255102.04,1,1,0,1,1,0,1
"PEDERNEIRAS",3536703,1094475.11,12,1,0,2,2,0,0.529563710224529
"PEDRA BONITA",3148756,112000,6,1,0,1,1,0,1
"PEDRA BRANCA",2310506,514561.25,3,1,0,2,2,0,0.513018090654903
"PEDRA BRANCA",2511004,185000,2,1,0,2,2,0,0.7
"PEDRA GRANDE",2409506,346808.94,7,1,0,4,4,0,0.706440843191643
"PEDRA MOLE",2805000,218400.59,3,1,0,1,1,0,1
"PEDRA PRETA",5106372,198700,2,1,0,1,1,0,1
"PEDRALVA",3149101,429799,1,1,0,1,1,0,1
"PEDRANOPOLIS",3536901,259677,9,1,0,6,4,0,0.691243352318457
"PEDRAO",2924108,58586.53,1,1,0,1,1,0,1
"PEDRAS ALTAS",4314175,204100,1,1,0,1,1,0,1
"PEDRAS DE MARIA DA CRUZ",3149150,222623.94,2,1,0,1,1,0,1
"PEDRAS GRANDES",4212403,285244.59,4,1,0,2,2,0,0.574945172492141
"PEDRINHAS",2805109,296500,6,1,0,1,1,0,1
"PEDRINHAS PAULISTA",3537156,250000,4,1,0,1,1,0,1
"PEDRO AFONSO",1716505,562094.61,7,1,0,3,3,0,0.541683080718387
"PEDRO AVELINO",2409704,723033.87,16,1,0,4,4,0,0.505115811517931
"PEDRO CANARIO",3204054,274000,3,1,0,3,3,0,0.460583941605839
"PEDRO DO ROSARIO",2108256,262365.12,1,1,0,1,1,0,1
"PEDRO GOMES",5006408,320107.4,14,1,0,8,4,0,0.775989558504427
"PEDRO II",2207900,687067,14,1,0,4,4,0,0.363865532764636
"PEDRO LAURENTINO",2207934,557281.97,9,0.984986056520005,0.0150139434799945,2,1,0,0.984986056520005
"PEDRO LEOPOLDO",3149309,470369.46,5,1,0,1,1,0,1
"PEDRO OSORIO",4314209,569243.66,8,1,0,3,3,0,0.690020192758932
"PEDRO REGIS",2512721,44657.1,1,1,0,1,1,0,1
"PEDRO TEIXEIRA",3149408,159437.5,7,1,0,4,4,0,0.638808310466484
"PEDRO VELHO",2409803,494485.23,6,1,0,2,2,0,0.622391896316094
"PEIXE",1716604,253450.59,5,1,0,1,1,0,1
"PEJUCARA",4314308,881224.66,9,1,0,4,4,0,0.33816575219309
"PELOTAS",4314407,5419961.05,37,0.0971393770440472,0.902860622955953,4,4,1,0.902860622955953
"PENAFORTE",2310605,207278.07,4,1,0,1,1,0,1
"PENALVA",2108306,1031340.23,3,1,0,1,1,1,1
"PENAPOLIS",3537305,412405.17,4,1,0,3,3,0,0.378202411962973
"PENDENCIAS",2409902,575525.04,4,1,0,2,2,0,0.540341042328931
"PENEDO",2706703,765082.79,11,1,0,5,5,0,0.331990215072019
"PENTECOSTE",2310704,751660.96,11,1,0,5,5,0,0.634857050444658
"PEQUERI",3149507,73242.41,3,1,0,2,2,0,0.620318610488104
"PEQUI",3149606,455150,7,1,0,4,4,0,0.527298692738658
"PERDIGAO",3149705,253450,2,1,0,1,1,0,1
"PERDIZES",3149804,568319.8,4,1,0,3,3,0,0.397939786718675
"PERIQUITO",3149952,462284.73,7,1,0,3,3,0,0.439291602818029
"PERITIBA",4212601,449675.43,12,1,0,3,3,0,0.565241979087005
"PEROBAL",4118857,423125.17,5,1,0,2,2,0,0.708241180736187
"PEROLA",4118907,502617.82,4,1,0,1,1,0,1
"PEROLA D'OESTE",4119004,767498.7,13,1,0,6,6,0,0.584380234129387
"PERUIBE",3537602,97347.34,2,1,0,1,1,0,1
"PESCADOR",3150000,84331.03,2,1,0,1,1,0,1
"PESQUEIRA",2610905,520000,1,1,0,1,1,0,1
"PETROLANDIA",2611002,302500,2,1,0,1,1,0,1
"PETROLINA",2611101,3212810.73,80,0.994791165304655,0.00520883469534478,11,9,0,0.26921597712667
"PETROLINA DE GOIAS",5216809,345695.44,4,1,0,2,2,0,0.737643516501114
"PETROPOLIS",3303906,825964.69,21,0.987499465624856,0.0125005343751438,12,6,0,0.584044337294855
"PIACATU",3537701,257800,2,1,0,2,2,0,0.950349107835531
"PIANCO",2511301,619836.04,7,1,0,3,3,0,0.535074469048299
"PIATA",2924306,121657.05,1,1,0,1,1,0,1
"PICADA CAFE",4314423,327602.65,10,1,0,2,2,0,0.647406667803206
"PICARRA",1505635,875733.04,12,1,0,4,4,0,0.503578122392185
"PICOS",2208007,749004.16,6,1,0,4,4,0,0.497994550524259
"PIEDADE",3537800,97500,1,1,0,1,1,0,1
"PIEDADE DO RIO GRANDE",3150307,223140,6,1,0,2,2,0,0.733171999641481
"PIEN",4119103,507000.21,15,1,0,3,3,0,0.580440193506034
"PILAR",2706901,71283.2,1,1,0,1,1,0,1
"PILAR DE GOIAS",5216908,220000,1,1,0,1,1,0,1
"PILAR DO SUL",3537909,267078.55,7,1,0,4,4,0,0.519616981595864
"PILOES",2410009,136875.77,3,1,0,1,1,0,1
"PIMENTA",3150505,354740,2,1,0,2,2,0,0.593392343688335
"PIMENTA BUENO",1100189,3605089.9,23,1,0,11,11,1,0.362594208815708
"PIMENTEIRAS",2208106,1237315.96,11,0.980002375464388,0.0199976245356117,6,6,0,0.467611942870275
"PIMENTEIRAS DO OESTE",1101468,1994361.43,17,1,0,7,7,0,0.217324915875454
"PINDAI",2924504,1200016.45,11,1,0,2,2,0,0.752205963509917
"PINDAMONHANGABA",3538006,173330.99,14,1,0,8,4,0,0.565392259053041
"PINDOBACU",2924603,1072419.03,13,1,0,1,1,1,1
"PINDORAMA DO TOCANTINS",1717008,840839.62,8,1,0,5,5,0,0.304457584907809
"PINDORETAMA",2310852,551445.05,5,1,0,4,4,0,0.633655157481239
"PINGO-D'AGUA",3150539,429370,8,1,0,3,3,0,0.885017583901996
"PINHAIS",4119152,912055.12,41,1,0,23,9,0,0.714637510066278
"PINHAL",4314456,2191959.47,20,1,0,8,8,0,0.440455894925831
"PINHAL DA SERRA",4314464,324452.73,16,1,0,4,4,0,0.587924564542884
"PINHAL DE SAO BENTO",4119251,263534.94,4,1,0,3,3,0,0.480012251885841
"PINHAL GRANDE",4314472,589686.25,7,1,0,5,5,0,0.430578549186114
"PINHALAO",4119202,62843.83,5,1,0,2,2,0,0.518807176456304
"PINHALZINHO",4212908,2595826.36,54,0.785780602058452,0.214219397941548,13,11,0,0.214219397941548
"PINHAO",2805208,239300,3,1,0,2,2,0,0.93940660259089
"PINHAO",4119301,444763.23,7,1,0,4,4,0,0.437475980197374
"PINHEIRAL",3303955,336400,2,1,0,1,1,0,1
"PINHEIRINHO DO VALE",4314498,1370752.47,31,1,0,14,11,0,0.228633547528826
"PINHEIRO MACHADO",4314506,187135.44,3,1,0,1,1,0,1
"PINHEIRO PRETO",4213005,560134.05,18,1,0,6,6,0,0.512377349671922
"PINHEIROS",3204104,1398250,8,1,0,4,4,0,0.487037368138745
"PIO IX",2208205,55288.68,12,1,0,3,3,0,0.512025789004187
"PIO XII",2108702,1043553.41,3,1,0,3,3,0,0.62258280580004
"PIQUET CARNEIRO",2310902,1370799.34,15,0.997461335223578,0.00253866477642162,8,4,1,0.739451968221695
"PIRACAIA",3538600,660224.53,10,1,0,1,1,0,1
"PIRACANJUBA",5217104,202283.61,5,1,0,2,2,0,0.941432328600424
"PIRACEMA",3150604,293339,12,1,0,5,3,0,0.786121177204531
"PIRACICABA",3538709,883887.54,16,1,0,3,3,0,0.536512733282788
"PIRAI",3304003,847040,11,1,0,3,3,0,0.670570457121269
"PIRAI DO NORTE",2924678,269882.45,2,1,0,2,2,0,0.927440817289157
"PIRAI DO SUL",4119400,211898,6,1,0,4,3,0,0.764509339399145
"PIRAJU",3538808,122987.09,3,1,0,1,1,0,1
"PIRAJUBA",3150703,381293.39,8,1,0,4,3,0,0.41411680386067
"PIRAJUI",3538907,714098.88,8,1,0,2,2,0,0.707401515599632
"PIRANGA",3150802,178000,1,1,0,1,1,0,1
"PIRANGI",3539004,256500,2,1,0,1,1,0,1
"PIRANGUCU",3150901,295542.67,2,1,0,2,2,0,0.708865491402646
"PIRAPEMAS",2108801,846747.7,2,1,0,1,1,0,1
"PIRAPO",4314555,172200,2,1,0,2,2,0,0.689605110336818
"PIRAPORA",3151206,86800,2,1,0,2,2,0,0.851382488479263
"PIRAPOZINHO",3539202,353890.52,3,1,0,2,2,0,0.861848460930799
"PIRAQUARA",4119509,797140.85,9,1,0,2,2,0,0.893080451215115
"PIRAQUE",1717206,1095489.25,6,1,0,3,3,0,0.459155578203985
"PIRASSUNUNGA",3539301,549096.82,11,1,0,1,1,0,1
"PIRATININGA",3539400,322108.55,3,1,0,1,1,0,1
"PIRATUBA",4213104,209046,8,1,0,3,3,0,0.478363613750084
"PIRAUBA",3151305,150389.24,1,1,0,1,1,0,1
"PIRIPA",2924702,250983.26,3,1,0,1,1,0,1
